Visitor/Neutral,PTS,Win,Home/Neutral,PTS.1,Win.1,Visitor Seed,Home Seed,Year,Visitor_id,Visitor win_pct,Visitor off_rtg,Visitor def_rtg,Visitor net_rtg,Visitor pace,Visitor efg_pct,Visitor ts_pct,Visitor tov_pct,Visitor orb_pct,Visitor drb_pct,Home_id,Home win_pct,Home off_rtg,Home def_rtg,Home net_rtg,Home pace,Home efg_pct,Home ts_pct,Home tov_pct,Home orb_pct,Home drb_pct
Utah Jazz,90,0,Houston Rockets,122,1,5,4,2019,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Brooklyn Nets,123,0,Philadelphia 76ers,145,1,6,3,2019,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678
Los Angeles Clippers,135,1,Golden State Warriors,131,0,8,1,2019,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Orlando Magic,82,0,Toronto Raptors,111,1,7,2,2019,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
San Antonio Spurs,105,0,Denver Nuggets,114,1,7,2,2019,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Oklahoma City Thunder,94,0,Portland Trail Blazers,114,1,6,3,2019,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Indiana Pacers,91,0,Boston Celtics,99,1,5,4,2019,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Detroit Pistons,99,0,Milwaukee Bucks,120,1,8,1,2019,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Utah Jazz,98,0,Houston Rockets,118,1,5,4,2019,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Philadelphia 76ers,131,1,Brooklyn Nets,115,0,3,6,2019,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Denver Nuggets,108,0,San Antonio Spurs,118,1,2,7,2019,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Golden State Warriors,132,1,Los Angeles Clippers,105,0,1,8,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Toronto Raptors,98,1,Orlando Magic,93,0,2,7,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72
Boston Celtics,104,1,Indiana Pacers,96,0,4,5,2019,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Portland Trail Blazers,108,0,Oklahoma City Thunder,120,1,3,6,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Philadelphia 76ers,112,1,Brooklyn Nets,108,0,3,6,2019,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Denver Nuggets,117,1,San Antonio Spurs,103,0,2,7,2019,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Milwaukee Bucks,119,1,Detroit Pistons,103,0,1,8,2019,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Houston Rockets,104,1,Utah Jazz,101,0,4,5,2019,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705
Boston Celtics,110,1,Indiana Pacers,106,0,4,5,2019,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Golden State Warriors,113,1,Los Angeles Clippers,105,0,1,8,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Toronto Raptors,107,1,Orlando Magic,85,0,2,7,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72
Portland Trail Blazers,111,1,Oklahoma City Thunder,98,0,3,6,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Milwaukee Bucks,127,1,Detroit Pistons,104,0,1,8,2019,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Houston Rockets,91,0,Utah Jazz,107,1,4,5,2019,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705
Orlando Magic,96,0,Toronto Raptors,115,1,7,2,2019,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Brooklyn Nets,100,0,Philadelphia 76ers,122,1,6,3,2019,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678
San Antonio Spurs,90,0,Denver Nuggets,108,1,7,2,2019,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Oklahoma City Thunder,115,0,Portland Trail Blazers,118,1,6,3,2019,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Utah Jazz,93,0,Houston Rockets,100,1,5,4,2019,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Los Angeles Clippers,129,1,Golden State Warriors,121,0,8,1,2019,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Denver Nuggets,103,0,San Antonio Spurs,120,1,2,7,2019,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Golden State Warriors,129,1,Los Angeles Clippers,110,0,1,8,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Philadelphia 76ers,95,0,Toronto Raptors,108,1,3,2,2019,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
San Antonio Spurs,86,0,Denver Nuggets,90,1,7,2,2019,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Boston Celtics,112,1,Milwaukee Bucks,90,0,4,1,2019,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Houston Rockets,100,0,Golden State Warriors,104,1,4,1,2019,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Philadelphia 76ers,94,1,Toronto Raptors,89,0,3,2,2019,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Portland Trail Blazers,113,0,Denver Nuggets,121,1,3,2,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Boston Celtics,102,0,Milwaukee Bucks,123,1,4,1,2019,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Houston Rockets,109,0,Golden State Warriors,115,1,4,1,2019,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Portland Trail Blazers,97,1,Denver Nuggets,90,0,3,2,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Toronto Raptors,95,0,Philadelphia 76ers,116,1,2,3,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678
Milwaukee Bucks,123,1,Boston Celtics,116,0,1,4,2019,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Denver Nuggets,137,0,Portland Trail Blazers,140,1,2,3,2019,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Golden State Warriors,121,0,Houston Rockets,126,1,1,4,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Toronto Raptors,101,1,Philadelphia 76ers,96,0,2,3,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678
Denver Nuggets,116,1,Portland Trail Blazers,112,0,2,3,2019,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Milwaukee Bucks,113,1,Boston Celtics,101,0,1,4,2019,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Golden State Warriors,108,0,Houston Rockets,112,1,1,4,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Philadelphia 76ers,89,0,Toronto Raptors,125,1,3,2,2019,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Portland Trail Blazers,98,0,Denver Nuggets,124,1,3,2,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Boston Celtics,91,0,Milwaukee Bucks,116,1,4,1,2019,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Houston Rockets,99,0,Golden State Warriors,104,1,4,1,2019,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Toronto Raptors,101,0,Philadelphia 76ers,112,1,2,3,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678
Denver Nuggets,108,0,Portland Trail Blazers,119,1,2,3,2019,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Golden State Warriors,118,1,Houston Rockets,113,0,1,4,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Portland Trail Blazers,100,1,Denver Nuggets,96,0,3,2,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Philadelphia 76ers,90,0,Toronto Raptors,92,1,3,2,2019,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Portland Trail Blazers,94,0,Golden State Warriors,116,1,3,1,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Toronto Raptors,100,0,Milwaukee Bucks,108,1,2,1,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Portland Trail Blazers,111,0,Golden State Warriors,114,1,3,1,2019,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Toronto Raptors,103,0,Milwaukee Bucks,125,1,2,1,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Golden State Warriors,110,1,Portland Trail Blazers,99,0,1,3,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Milwaukee Bucks,112,0,Toronto Raptors,118,1,1,2,2019,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Golden State Warriors,119,1,Portland Trail Blazers,117,0,1,3,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Milwaukee Bucks,102,0,Toronto Raptors,120,1,1,2,2019,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Toronto Raptors,105,1,Milwaukee Bucks,99,0,2,1,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Milwaukee Bucks,94,0,Toronto Raptors,100,1,1,2,2019,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Golden State Warriors,109,0,Toronto Raptors,118,1,1,2,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Golden State Warriors,109,1,Toronto Raptors,104,0,1,2,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Toronto Raptors,123,1,Golden State Warriors,109,0,2,1,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Toronto Raptors,105,1,Golden State Warriors,92,0,2,1,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Golden State Warriors,106,1,Toronto Raptors,105,0,1,2,2019,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Toronto Raptors,114,1,Golden State Warriors,110,0,2,1,2019,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Utah Jazz,125,0,Denver Nuggets,135,1,6,3,2020,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Brooklyn Nets,110,0,Toronto Raptors,134,1,7,2,2020,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Philadelphia 76ers,101,0,Boston Celtics,109,1,6,3,2020,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Dallas Mavericks,110,0,Los Angeles Clippers,118,1,7,2,2020,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Orlando Magic,122,1,Milwaukee Bucks,110,0,8,1,2020,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Miami Heat,113,1,Indiana Pacers,101,0,5,4,2020,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Oklahoma City Thunder,108,0,Houston Rockets,123,1,5,4,2020,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Portland Trail Blazers,100,1,Los Angeles Lakers,93,0,8,1,2020,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702
Brooklyn Nets,99,0,Toronto Raptors,104,1,7,2,2020,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Utah Jazz,124,1,Denver Nuggets,105,0,6,3,2020,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Philadelphia 76ers,101,0,Boston Celtics,128,1,6,3,2020,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Dallas Mavericks,127,1,Los Angeles Clippers,114,0,7,2,2020,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Miami Heat,109,1,Indiana Pacers,100,0,5,4,2020,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Oklahoma City Thunder,98,0,Houston Rockets,111,1,5,4,2020,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Orlando Magic,96,0,Milwaukee Bucks,111,1,8,1,2020,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Portland Trail Blazers,88,0,Los Angeles Lakers,111,1,8,1,2020,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702
Toronto Raptors,117,1,Brooklyn Nets,92,0,2,7,2020,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Denver Nuggets,87,0,Utah Jazz,124,1,3,6,2020,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705
Boston Celtics,102,1,Philadelphia 76ers,94,0,3,6,2020,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678
Los Angeles Clippers,130,1,Dallas Mavericks,122,0,2,7,2020,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Milwaukee Bucks,121,1,Orlando Magic,107,0,1,8,2020,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72
Indiana Pacers,115,0,Miami Heat,124,1,4,5,2020,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Houston Rockets,107,0,Oklahoma City Thunder,119,1,4,5,2020,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Los Angeles Lakers,116,1,Portland Trail Blazers,108,0,1,8,2020,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Boston Celtics,110,1,Philadelphia 76ers,106,0,3,6,2020,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612755.0,0.293,111.0,117.3,-6.3,98.13,0.527,0.563,0.138,0.279,0.678
Los Angeles Clippers,133,0,Dallas Mavericks,135,1,2,7,2020,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Toronto Raptors,150,1,Brooklyn Nets,122,0,2,7,2020,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Denver Nuggets,127,0,Utah Jazz,129,1,3,6,2020,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612762.0,0.207,110.2,119.4,-9.2,100.85,0.533,0.568,0.17,0.311,0.705
Milwaukee Bucks,121,1,Orlando Magic,106,0,1,8,2020,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612753.0,0.5,108.9,109.1,-0.2,96.51,0.51,0.55,0.147,0.302,0.72
Houston Rockets,114,0,Oklahoma City Thunder,117,1,4,5,2020,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Indiana Pacers,87,0,Miami Heat,99,1,4,5,2020,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
