Visitor/Neutral,PTS,Win,Home/Neutral,PTS.1,Win.1,Visitor Seed,Home Seed,Year,Visitor_id,Visitor win_pct,Visitor off_rtg,Visitor def_rtg,Visitor net_rtg,Visitor pace,Visitor efg_pct,Visitor ts_pct,Visitor tov_pct,Visitor orb_pct,Visitor drb_pct,Home_id,Home win_pct,Home off_rtg,Home def_rtg,Home net_rtg,Home pace,Home efg_pct,Home ts_pct,Home tov_pct,Home orb_pct,Home drb_pct
Detroit Pistons,86,0,Milwaukee Bucks,121,1,8,1,2019,1610612765,0.5,108.4,108.7,-0.3,97.88,0.509,0.544,0.14,0.291,0.745,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Utah Jazz,90,0,Houston Rockets,122,1,5,4,2019,1610612762,0.61,110.3,105.3,5,100.84,0.538,0.572,0.149,0.275,0.759,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7
Brooklyn Nets,123,0,Philadelphia 76ers,145,1,6,3,2019,1610612751,0.512,108.9,109,-0.1,101.52,0.52,0.556,0.146,0.282,0.72,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741
Los Angeles Clippers,135,1,Golden State Warriors,131,0,8,1,2019,1610612746,0.585,111.4,110.4,1,102.66,0.529,0.575,0.141,0.263,0.722,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Orlando Magic,82,0,Toronto Raptors,111,1,7,2,2019,1610612753,0.512,108.2,107.6,0.6,98.65,0.518,0.55,0.133,0.259,0.754,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
San Antonio Spurs,105,0,Denver Nuggets,114,1,7,2,2019,1610612759,0.585,112.2,110.6,1.6,98.88,0.534,0.572,0.122,0.246,0.744,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744
Oklahoma City Thunder,94,0,Portland Trail Blazers,114,1,6,3,2019,1610612760,0.598,109.8,106.5,3.4,103.38,0.514,0.545,0.134,0.298,0.738,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739
Indiana Pacers,91,0,Boston Celtics,99,1,5,4,2019,1610612754,0.585,109.4,106,3.4,98.64,0.53,0.561,0.139,0.269,0.722,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728
Detroit Pistons,99,0,Milwaukee Bucks,120,1,8,1,2019,1610612765,0.5,108.4,108.7,-0.3,97.88,0.509,0.544,0.14,0.291,0.745,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Utah Jazz,98,0,Houston Rockets,118,1,5,4,2019,1610612762,0.61,110.3,105.3,5,100.84,0.538,0.572,0.149,0.275,0.759,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7
Philadelphia 76ers,131,1,Brooklyn Nets,115,0,3,6,2019,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741,1610612751,0.512,108.9,109,-0.1,101.52,0.52,0.556,0.146,0.282,0.72
Denver Nuggets,108,0,San Antonio Spurs,118,1,2,7,2019,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744,1610612759,0.585,112.2,110.6,1.6,98.88,0.534,0.572,0.122,0.246,0.744
Golden State Warriors,132,1,Los Angeles Clippers,105,0,1,8,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612746,0.585,111.4,110.4,1,102.66,0.529,0.575,0.141,0.263,0.722
Toronto Raptors,98,1,Orlando Magic,93,0,2,7,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612753,0.512,108.2,107.6,0.6,98.65,0.518,0.55,0.133,0.259,0.754
Boston Celtics,104,1,Indiana Pacers,96,0,4,5,2019,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728,1610612754,0.585,109.4,106,3.4,98.64,0.53,0.561,0.139,0.269,0.722
Portland Trail Blazers,108,0,Oklahoma City Thunder,120,1,3,6,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612760,0.598,109.8,106.5,3.4,103.38,0.514,0.545,0.134,0.298,0.738
Philadelphia 76ers,112,1,Brooklyn Nets,108,0,3,6,2019,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741,1610612751,0.512,108.9,109,-0.1,101.52,0.52,0.556,0.146,0.282,0.72
Denver Nuggets,117,1,San Antonio Spurs,103,0,2,7,2019,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744,1610612759,0.585,112.2,110.6,1.6,98.88,0.534,0.572,0.122,0.246,0.744
Milwaukee Bucks,119,1,Detroit Pistons,103,0,1,8,2019,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757,1610612765,0.5,108.4,108.7,-0.3,97.88,0.509,0.544,0.14,0.291,0.745
Houston Rockets,104,1,Utah Jazz,101,0,4,5,2019,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7,1610612762,0.61,110.3,105.3,5,100.84,0.538,0.572,0.149,0.275,0.759
Boston Celtics,110,1,Indiana Pacers,106,0,4,5,2019,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728,1610612754,0.585,109.4,106,3.4,98.64,0.53,0.561,0.139,0.269,0.722
Golden State Warriors,113,1,Los Angeles Clippers,105,0,1,8,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612746,0.585,111.4,110.4,1,102.66,0.529,0.575,0.141,0.263,0.722
Toronto Raptors,107,1,Orlando Magic,85,0,2,7,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612753,0.512,108.2,107.6,0.6,98.65,0.518,0.55,0.133,0.259,0.754
Portland Trail Blazers,111,1,Oklahoma City Thunder,98,0,3,6,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612760,0.598,109.8,106.5,3.4,103.38,0.514,0.545,0.134,0.298,0.738
Milwaukee Bucks,127,1,Detroit Pistons,104,0,1,8,2019,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757,1610612765,0.5,108.4,108.7,-0.3,97.88,0.509,0.544,0.14,0.291,0.745
Houston Rockets,91,0,Utah Jazz,107,1,4,5,2019,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7,1610612762,0.61,110.3,105.3,5,100.84,0.538,0.572,0.149,0.275,0.759
Orlando Magic,96,0,Toronto Raptors,115,1,7,2,2019,1610612753,0.512,108.2,107.6,0.6,98.65,0.518,0.55,0.133,0.259,0.754,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Brooklyn Nets,100,0,Philadelphia 76ers,122,1,6,3,2019,1610612751,0.512,108.9,109,-0.1,101.52,0.52,0.556,0.146,0.282,0.72,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741
San Antonio Spurs,90,0,Denver Nuggets,108,1,7,2,2019,1610612759,0.585,112.2,110.6,1.6,98.88,0.534,0.572,0.122,0.246,0.744,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744
Oklahoma City Thunder,115,0,Portland Trail Blazers,118,1,6,3,2019,1610612760,0.598,109.8,106.5,3.4,103.38,0.514,0.545,0.134,0.298,0.738,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739
Utah Jazz,93,0,Houston Rockets,100,1,5,4,2019,1610612762,0.61,110.3,105.3,5,100.84,0.538,0.572,0.149,0.275,0.759,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7
Los Angeles Clippers,129,1,Golden State Warriors,121,0,8,1,2019,1610612746,0.585,111.4,110.4,1,102.66,0.529,0.575,0.141,0.263,0.722,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Denver Nuggets,103,0,San Antonio Spurs,120,1,2,7,2019,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744,1610612759,0.585,112.2,110.6,1.6,98.88,0.534,0.572,0.122,0.246,0.744
Golden State Warriors,129,1,Los Angeles Clippers,110,0,1,8,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612746,0.585,111.4,110.4,1,102.66,0.529,0.575,0.141,0.263,0.722
Philadelphia 76ers,95,0,Toronto Raptors,108,1,3,2,2019,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
San Antonio Spurs,86,0,Denver Nuggets,90,1,7,2,2019,1610612759,0.585,112.2,110.6,1.6,98.88,0.534,0.572,0.122,0.246,0.744,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744
Boston Celtics,112,1,Milwaukee Bucks,90,0,4,1,2019,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Houston Rockets,100,0,Golden State Warriors,104,1,4,1,2019,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Philadelphia 76ers,94,1,Toronto Raptors,89,0,3,2,2019,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Portland Trail Blazers,113,0,Denver Nuggets,121,1,3,2,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744
Boston Celtics,102,0,Milwaukee Bucks,123,1,4,1,2019,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Houston Rockets,109,0,Golden State Warriors,115,1,4,1,2019,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Portland Trail Blazers,97,1,Denver Nuggets,90,0,3,2,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744
Toronto Raptors,95,0,Philadelphia 76ers,116,1,2,3,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741
Milwaukee Bucks,123,1,Boston Celtics,116,0,1,4,2019,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728
Denver Nuggets,137,0,Portland Trail Blazers,140,1,2,3,2019,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739
Golden State Warriors,121,0,Houston Rockets,126,1,1,4,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7
Toronto Raptors,101,1,Philadelphia 76ers,96,0,2,3,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741
Denver Nuggets,116,1,Portland Trail Blazers,112,0,2,3,2019,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739
Milwaukee Bucks,113,1,Boston Celtics,101,0,1,4,2019,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728
Golden State Warriors,108,0,Houston Rockets,112,1,1,4,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7
Philadelphia 76ers,89,0,Toronto Raptors,125,1,3,2,2019,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Portland Trail Blazers,98,0,Denver Nuggets,124,1,3,2,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744
Boston Celtics,91,0,Milwaukee Bucks,116,1,4,1,2019,1610612738,0.598,111.3,107,4.3,100.43,0.534,0.567,0.127,0.257,0.728,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Houston Rockets,99,0,Golden State Warriors,104,1,4,1,2019,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Toronto Raptors,101,0,Philadelphia 76ers,112,1,2,3,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741
Denver Nuggets,108,0,Portland Trail Blazers,119,1,2,3,2019,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739
Golden State Warriors,118,1,Houston Rockets,113,0,1,4,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612745,0.646,114.9,110.1,4.8,98.39,0.542,0.581,0.135,0.269,0.7
Portland Trail Blazers,100,1,Denver Nuggets,96,0,3,2,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612743,0.659,112.1,108.1,4,98.49,0.527,0.558,0.136,0.308,0.744
Philadelphia 76ers,90,0,Toronto Raptors,92,1,3,2,2019,1610612755,0.622,111.6,109,2.6,102.59,0.532,0.574,0.144,0.278,0.741,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Portland Trail Blazers,94,0,Golden State Warriors,116,1,3,1,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Toronto Raptors,100,0,Milwaukee Bucks,108,1,2,1,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Portland Trail Blazers,111,0,Golden State Warriors,114,1,3,1,2019,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Toronto Raptors,103,0,Milwaukee Bucks,125,1,2,1,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Golden State Warriors,110,1,Portland Trail Blazers,99,0,1,3,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739
Milwaukee Bucks,112,0,Toronto Raptors,118,1,1,2,2019,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Golden State Warriors,119,1,Portland Trail Blazers,117,0,1,3,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612757,0.646,113.7,109.5,4.2,99.96,0.528,0.568,0.137,0.308,0.739
Milwaukee Bucks,102,0,Toronto Raptors,120,1,1,2,2019,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Toronto Raptors,105,1,Milwaukee Bucks,99,0,2,1,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757
Milwaukee Bucks,94,0,Toronto Raptors,100,1,1,2,2019,1610612749,0.732,113.5,104.9,8.6,103.57,0.55,0.583,0.133,0.25,0.757,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Golden State Warriors,109,0,Toronto Raptors,118,1,1,2,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Golden State Warriors,109,1,Toronto Raptors,104,0,1,2,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Toronto Raptors,123,1,Golden State Warriors,109,0,2,1,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Toronto Raptors,105,1,Golden State Warriors,92,0,2,1,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Golden State Warriors,106,1,Toronto Raptors,105,0,1,2,2019,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726
Toronto Raptors,114,1,Golden State Warriors,110,0,2,1,2019,1610612761,0.707,112.6,106.8,5.8,100.51,0.543,0.579,0.138,0.265,0.726,1610612744,0.695,115,108.6,6.5,101.74,0.565,0.596,0.139,0.257,0.727
Utah Jazz,125,0,Denver Nuggets,135,1,6,3,2020,1610612762,0.611,111.8,109.3,2.5,99.15,0.549,0.585,0.152,0.261,0.746,1610612743,0.63,112.6,110.4,2.2,97.64,0.535,0.567,0.139,0.294,0.725
Brooklyn Nets,110,0,Toronto Raptors,134,1,7,2,2020,1610612751,0.486,108.7,109.2,-0.5,101.7,0.52,0.554,0.148,0.28,0.736,1610612761,0.736,110.8,104.7,6.1,101.19,0.536,0.574,0.146,0.256,0.721
Philadelphia 76ers,101,0,Boston Celtics,109,1,6,3,2020,1610612755,0.589,110.7,108.4,2.3,99.59,0.534,0.566,0.142,0.281,0.753,1610612738,0.667,112.8,106.5,6.3,99.92,0.531,0.57,0.137,0.283,0.731
Dallas Mavericks,110,0,Los Angeles Clippers,118,1,7,2,2020,1610612742,0.573,115.9,111.2,4.8,99.89,0.545,0.581,0.126,0.275,0.74,1610612746,0.681,113.3,106.9,6.3,102.16,0.535,0.577,0.142,0.278,0.737
Orlando Magic,122,1,Milwaukee Bucks,110,0,8,1,2020,1610612753,0.452,107.9,109.2,-1.3,98.99,0.506,0.544,0.129,0.267,0.749,1610612749,0.767,111.9,102.5,9.4,105.51,0.552,0.583,0.142,0.241,0.775
Miami Heat,113,1,Indiana Pacers,101,0,5,4,2020,1610612748,0.603,111.9,109.3,2.7,98.7,0.547,0.587,0.149,0.257,0.753,1610612754,0.616,109.5,107.5,1.9,99.41,0.534,0.565,0.132,0.243,0.718
Oklahoma City Thunder,108,0,Houston Rockets,123,1,5,4,2020,1610612760,0.611,110.1,108.1,2.1,99.42,0.53,0.573,0.137,0.241,0.728,1610612745,0.611,112.5,109.8,2.7,104.04,0.537,0.578,0.14,0.249,0.713
Portland Trail Blazers,100,1,Los Angeles Lakers,93,0,8,1,2020,1610612757,0.473,113.2,114.3,-1.1,101.17,0.533,0.57,0.126,0.266,0.712,1610612747,0.732,111.7,106.1,5.6,101.2,0.542,0.573,0.149,0.283,0.737
Brooklyn Nets,99,0,Toronto Raptors,104,1,7,2,2020,1610612751,0.486,108.7,109.2,-0.5,101.7,0.52,0.554,0.148,0.28,0.736,1610612761,0.736,110.8,104.7,6.1,101.19,0.536,0.574,0.146,0.256,0.721
Utah Jazz,124,1,Denver Nuggets,105,0,6,3,2020,1610612762,0.611,111.8,109.3,2.5,99.15,0.549,0.585,0.152,0.261,0.746,1610612743,0.63,112.6,110.4,2.2,97.64,0.535,0.567,0.139,0.294,0.725
Philadelphia 76ers,101,0,Boston Celtics,128,1,6,3,2020,1610612755,0.589,110.7,108.4,2.3,99.59,0.534,0.566,0.142,0.281,0.753,1610612738,0.667,112.8,106.5,6.3,99.92,0.531,0.57,0.137,0.283,0.731
Dallas Mavericks,127,1,Los Angeles Clippers,114,0,7,2,2020,1610612742,0.573,115.9,111.2,4.8,99.89,0.545,0.581,0.126,0.275,0.74,1610612746,0.681,113.3,106.9,6.3,102.16,0.535,0.577,0.142,0.278,0.737
Miami Heat,109,1,Indiana Pacers,100,0,5,4,2020,1610612748,0.603,111.9,109.3,2.7,98.7,0.547,0.587,0.149,0.257,0.753,1610612754,0.616,109.5,107.5,1.9,99.41,0.534,0.565,0.132,0.243,0.718
Oklahoma City Thunder,98,0,Houston Rockets,111,1,5,4,2020,1610612760,0.611,110.1,108.1,2.1,99.42,0.53,0.573,0.137,0.241,0.728,1610612745,0.611,112.5,109.8,2.7,104.04,0.537,0.578,0.14,0.249,0.713
Orlando Magic,96,0,Milwaukee Bucks,111,1,8,1,2020,1610612753,0.452,107.9,109.2,-1.3,98.99,0.506,0.544,0.129,0.267,0.749,1610612749,0.767,111.9,102.5,9.4,105.51,0.552,0.583,0.142,0.241,0.775
Portland Trail Blazers,88,0,Los Angeles Lakers,111,1,8,1,2020,1610612757,0.473,113.2,114.3,-1.1,101.17,0.533,0.57,0.126,0.266,0.712,1610612747,0.732,111.7,106.1,5.6,101.2,0.542,0.573,0.149,0.283,0.737
Toronto Raptors,117,1,Brooklyn Nets,92,0,2,7,2020,1610612761,0.736,110.8,104.7,6.1,101.19,0.536,0.574,0.146,0.256,0.721,1610612751,0.486,108.7,109.2,-0.5,101.7,0.52,0.554,0.148,0.28,0.736
Denver Nuggets,87,0,Utah Jazz,124,1,3,6,2020,1610612743,0.63,112.6,110.4,2.2,97.64,0.535,0.567,0.139,0.294,0.725,1610612762,0.611,111.8,109.3,2.5,99.15,0.549,0.585,0.152,0.261,0.746
Boston Celtics,102,1,Philadelphia 76ers,94,0,3,6,2020,1610612738,0.667,112.8,106.5,6.3,99.92,0.531,0.57,0.137,0.283,0.731,1610612755,0.589,110.7,108.4,2.3,99.59,0.534,0.566,0.142,0.281,0.753
Los Angeles Clippers,130,1,Dallas Mavericks,122,0,2,7,2020,1610612746,0.681,113.3,106.9,6.3,102.16,0.535,0.577,0.142,0.278,0.737,1610612742,0.573,115.9,111.2,4.8,99.89,0.545,0.581,0.126,0.275,0.74
Milwaukee Bucks,121,1,Orlando Magic,107,0,1,8,2020,1610612749,0.767,111.9,102.5,9.4,105.51,0.552,0.583,0.142,0.241,0.775,1610612753,0.452,107.9,109.2,-1.3,98.99,0.506,0.544,0.129,0.267,0.749
Indiana Pacers,115,0,Miami Heat,124,1,4,5,2020,1610612754,0.616,109.5,107.5,1.9,99.41,0.534,0.565,0.132,0.243,0.718,1610612748,0.603,111.9,109.3,2.7,98.7,0.547,0.587,0.149,0.257,0.753
Houston Rockets,107,0,Oklahoma City Thunder,119,1,4,5,2020,1610612745,0.611,112.5,109.8,2.7,104.04,0.537,0.578,0.14,0.249,0.713,1610612760,0.611,110.1,108.1,2.1,99.42,0.53,0.573,0.137,0.241,0.728
Los Angeles Lakers,116,1,Portland Trail Blazers,108,0,1,8,2020,1610612747,0.732,111.7,106.1,5.6,101.2,0.542,0.573,0.149,0.283,0.737,1610612757,0.473,113.2,114.3,-1.1,101.17,0.533,0.57,0.126,0.266,0.712
Boston Celtics,110,1,Philadelphia 76ers,106,0,3,6,2020,1610612738,0.667,112.8,106.5,6.3,99.92,0.531,0.57,0.137,0.283,0.731,1610612755,0.589,110.7,108.4,2.3,99.59,0.534,0.566,0.142,0.281,0.753
Los Angeles Clippers,133,0,Dallas Mavericks,135,1,2,7,2020,1610612746,0.681,113.3,106.9,6.3,102.16,0.535,0.577,0.142,0.278,0.737,1610612742,0.573,115.9,111.2,4.8,99.89,0.545,0.581,0.126,0.275,0.74
Toronto Raptors,150,1,Brooklyn Nets,122,0,2,7,2020,1610612761,0.736,110.8,104.7,6.1,101.19,0.536,0.574,0.146,0.256,0.721,1610612751,0.486,108.7,109.2,-0.5,101.7,0.52,0.554,0.148,0.28,0.736
Denver Nuggets,127,0,Utah Jazz,129,1,3,6,2020,1610612743,0.63,112.6,110.4,2.2,97.64,0.535,0.567,0.139,0.294,0.725,1610612762,0.611,111.8,109.3,2.5,99.15,0.549,0.585,0.152,0.261,0.746
Milwaukee Bucks,121,1,Orlando Magic,106,0,1,8,2020,1610612749,0.767,111.9,102.5,9.4,105.51,0.552,0.583,0.142,0.241,0.775,1610612753,0.452,107.9,109.2,-1.3,98.99,0.506,0.544,0.129,0.267,0.749
Houston Rockets,114,0,Oklahoma City Thunder,117,1,4,5,2020,1610612745,0.611,112.5,109.8,2.7,104.04,0.537,0.578,0.14,0.249,0.713,1610612760,0.611,110.1,108.1,2.1,99.42,0.53,0.573,0.137,0.241,0.728
Indiana Pacers,87,0,Miami Heat,99,1,4,5,2020,1610612754,0.616,109.5,107.5,1.9,99.41,0.534,0.565,0.132,0.243,0.718,1610612748,0.603,111.9,109.3,2.7,98.7,0.547,0.587,0.149,0.257,0.753
Los Angeles Lakers,135,1,Portland Trail Blazers,115,0,1,8,2020,1610612747,0.732,111.7,106.1,5.6,101.2,0.542,0.573,0.149,0.283,0.737,1610612757,0.473,113.2,114.3,-1.1,101.17,0.533,0.57,0.126,0.266,0.712
Utah Jazz,107,0,Denver Nuggets,117,1,6,3,2020,1610612762,0.611,111.8,109.3,2.5,99.15,0.549,0.585,0.152,0.261,0.746,1610612743,0.63,112.6,110.4,2.2,97.64,0.535,0.567,0.139,0.294,0.725
Dallas Mavericks,111,0,Los Angeles Clippers,154,1,7,2,2020,1610612742,0.573,115.9,111.2,4.8,99.89,0.545,0.581,0.126,0.275,0.74,1610612746,0.681,113.3,106.9,6.3,102.16,0.535,0.577,0.142,0.278,0.737
Orlando Magic,104,0,Milwaukee Bucks,118,1,8,1,2020,1610612753,0.452,107.9,109.2,-1.3,98.99,0.506,0.544,0.129,0.267,0.749,1610612749,0.767,111.9,102.5,9.4,105.51,0.552,0.583,0.142,0.241,0.775
