team_id,team,win_pct,off_rtg,def_rtg,net_rtg,pace,efg_pct,ts_pct,tov_pct,orb_pct,drb_pct,is_champion,season_end
1610612738,Boston Celtics,0.293,102.3,105.8,-3.5,92.91,0.479,0.53,0.176,0.309,0.705,0,2007
1610612766,Charlotte Bobcats,0.402,102.4,106.3,-3.9,93.11,0.48,0.524,0.158,0.299,0.682,0,2007
1610612741,Chicago Bulls,0.598,104,98.8,5.2,94.47,0.493,0.534,0.168,0.319,0.707,0,2007
1610612739,Cleveland Cavaliers,0.61,104.4,100.6,3.8,91.59,0.484,0.522,0.155,0.327,0.721,0,2007
1610612742,Dallas Mavericks,0.817,109.7,102.1,7.6,90.68,0.509,0.559,0.152,0.32,0.719,0,2007
1610612743,Denver Nuggets,0.549,106.7,105.1,1.7,98.2,0.501,0.548,0.167,0.322,0.678,0,2007
1610612765,Detroit Pistons,0.646,107.4,102.6,4.8,88.56,0.488,0.535,0.137,0.307,0.678,0,2007
1610612744,Golden State Warriors,0.512,106.2,106.5,-0.3,99.97,0.512,0.548,0.159,0.285,0.662,0,2007
1610612745,Houston Rockets,0.634,104.7,99.7,4.9,91.7,0.499,0.54,0.153,0.287,0.725,0,2007
1610612754,Indiana Pacers,0.427,101.9,104.4,-2.5,93.43,0.474,0.523,0.173,0.321,0.694,0,2007
1610612746,Los Angeles Clippers,0.488,103.8,104.2,-0.4,91.92,0.481,0.537,0.164,0.307,0.712,0,2007
1610612747,Los Angeles Lakers,0.512,107.3,107.5,-0.2,94.58,0.511,0.554,0.161,0.3,0.69,0,2007
1610612763,Memphis Grizzlies,0.268,105.7,110.9,-5.2,94.77,0.504,0.555,0.17,0.291,0.682,0,2007
1610612748,Miami Heat,0.537,103.4,104.6,-1.2,90.61,0.506,0.541,0.16,0.279,0.693,0,2007
1610612749,Milwaukee Bucks,0.341,106,110.3,-4.3,93.33,0.504,0.541,0.161,0.306,0.657,0,2007
1610612750,Minnesota Timberwolves,0.39,102.4,106.5,-4,92.19,0.49,0.537,0.166,0.292,0.698,0,2007
1610612751,New Jersey Nets,0.5,104.2,105.1,-0.9,92.69,0.504,0.546,0.158,0.275,0.714,0,2007
1610612740,New Orleans/Oklahoma City Hornets,0.476,103.7,105.4,-1.6,91.19,0.479,0.52,0.157,0.318,0.719,0,2007
1610612752,New York Knicks,0.402,104.3,107.4,-3.1,91.89,0.494,0.539,0.183,0.337,0.714,0,2007
1610612753,Orlando Magic,0.488,104.1,103.3,0.8,90.54,0.5,0.544,0.186,0.333,0.697,0,2007
1610612755,Philadelphia 76ers,0.427,102.4,105.6,-3.2,91.84,0.48,0.53,0.165,0.306,0.678,0,2007
1610612756,Phoenix Suns,0.744,112.9,105.5,7.4,96.45,0.551,0.59,0.149,0.262,0.683,0,2007
1610612757,Portland Trail Blazers,0.39,103.8,108.6,-4.8,89.36,0.483,0.53,0.166,0.326,0.697,0,2007
1610612758,Sacramento Kings,0.402,105.1,106.7,-1.6,95.83,0.491,0.545,0.151,0.267,0.692,0,2007
1610612759,San Antonio Spurs,0.707,108.6,99.4,9.2,90.22,0.521,0.561,0.153,0.279,0.715,1,2007
1610612760,Seattle SuperSonics,0.378,105.9,108.9,-3,92.92,0.499,0.544,0.165,0.312,0.676,0,2007
1610612761,Toronto Raptors,0.573,105.7,104.4,1.2,93.86,0.504,0.55,0.143,0.25,0.711,0,2007
1610612762,Utah Jazz,0.622,108.6,105.6,3,92.81,0.502,0.551,0.167,0.352,0.721,0,2007
1610612764,Washington Wizards,0.5,108.7,109.1,-0.4,95.33,0.491,0.542,0.144,0.312,0.678,0,2007
1610612737,Atlanta Hawks,0.451,105.5,107.3,-1.8,92.35,0.483,0.535,0.16,0.329,0.682,0,2008
1610612738,Boston Celtics,0.805,108.8,98.1,10.8,91.88,0.522,0.569,0.164,0.306,0.707,1,2008
1610612766,Charlotte Bobcats,0.39,103.7,108.2,-4.5,92.75,0.492,0.532,0.157,0.294,0.674,0,2008
